Name,Age,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,PB,WP,SB,CS,CS%,lgCS%,PO,Pos Summary,Name-additional
Tyler Alexander,28,25,1,0,44.0,2,1,1,0,0,1.000,,,0,0,0,0.41,0.08,,0,1,0,0%,21%,0,P,alexaty01
Akil Baddoo,24,100,88,62,747.0,182,177,3,2,0,.989,6,10,2,3,-1,2.17,1.62,,,,,,,,LF-CF-RF-DH,baddoak01
Javier Báez,30,131,127,114,1102.1,496,153,324,19,70,.962,10,11,2,2,-1,3.89,3.53,,,,,,,,SS-DH,baezja01
Matthew Boyd,32,15,15,0,71.0,12,1,11,0,1,1.000,,,3,8,0,1.52,0.80,,2,2,2,50%,21%,2,P,boydma01
Beau Brieske,25,25,1,0,35.0,3,0,3,0,0,1.000,,,0,0,0,0.77,0.12,,0,1,0,0%,21%,0,P,briesbe01
Braden Bristo,28,2,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,,0,1,0,0%,21%,0,P,bristbr01
Miguel Cabrera,40,1,95,0,0.1,1,1,0,0,0,1.000,0,720,0,0,0,27.00,0.01,,,,,,,,1B-DH,cabremi01
Kerry Carpenter,25,90,84,70,723.2,168,158,7,3,1,.982,-1,-2,-1,-2,1,2.05,1.40,,,,,,,,RF-LF-DH,carpeke01
José Cisnero,34,63,0,0,59.1,5,1,4,0,0,1.000,,,0,0,0,0.76,0.08,,9,4,1,20%,21%,0,P,cisnejo01
Isan Díaz,27,2,1,1,10.0,3,1,2,0,1,1.000,0,-12,0,0,0,2.70,1.50,,,,,,,,2B,diazis01
Miguel Díaz,28,12,3,0,14.0,1,0,1,0,0,1.000,,,0,0,0,0.64,0.08,,0,1,0,0%,21%,0,P,diazmi02
Mason Englert,23,31,1,0,56.0,8,0,8,0,0,1.000,,,0,0,0,1.29,0.26,,2,7,0,0%,21%,0,P,englema01
Alex Faedo,27,15,12,0,64.2,6,2,4,0,0,1.000,,,0,0,0,0.84,0.40,,3,2,0,0%,21%,0,P,faedoal01
Jason Foley,27,70,0,0,69.0,15,3,12,0,2,1.000,,,1,3,0,1.96,0.21,,2,3,2,40%,21%,0,P,foleyja01
Sawyer Gipson-Long,25,4,4,0,20.0,1,1,0,0,0,1.000,,,-1,-10,0,0.45,0.25,,0,1,1,50%,21%,0,P,gipsosa01
Riley Greene,22,90,85,82,764.0,197,191,1,5,1,.975,-4,-7,-6,-9,-2,2.26,1.92,,,,,,,,CF-RF-LF-DH,greenri03
Eric Haase,30,75,67,56,608.0,499,482,13,4,0,.992,-1,-2,2,4,-1,7.33,5.63,0,22,22,7,24%,21%,0,C-LF-RF-DH,haaseer01
Brenan Hanifee,25,3,0,0,5.0,0,0,0,0,0,,,,0,0,0,0.00,0.00,,1,0,0,,,0,P,hanifbr01
Garrett Hill,27,9,0,0,15.2,2,0,2,0,0,1.000,,,1,13,0,1.15,0.22,,1,1,0,0%,21%,0,P,hillga02
Tyler Holton,27,59,1,0,85.1,16,10,6,0,3,1.000,,,0,0,0,1.69,0.27,,4,1,0,0%,21%,0,P,holtoty01
Andy Ibáñez,30,105,90,48,777.1,331,157,167,7,47,.979,7,11,8,12,1,3.75,2.66,,,,,,,,2B-3B-LF-RF-1B-DH,ibanean01
Carson Kelly,28,17,16,15,142.2,155,145,10,0,2,1.000,3,25,2,17,0,9.78,8.16,1,4,6,6,50%,21%,0,C-P-DH,kellyca02
Ryan Kreidler,25,9,5,3,49.1,25,12,13,0,3,1.000,-1,-29,-1,-24,0,4.56,2.27,,,,,,,,2B-3B-SS-DH,kreidry01
Alex Lange,27,67,0,0,66.0,8,2,6,0,1,1.000,,,1,3,0,1.09,0.12,,4,7,2,22%,21%,0,P,langeal01
Andre Lipcius,25,11,8,4,67.0,20,4,14,2,2,.900,-3,-47,-4,-72,0,2.42,1.38,,,,,,,,3B-DH,lipcian01
Zach Logue,27,3,0,0,11.0,2,0,2,0,0,1.000,,,1,18,0,1.64,0.67,,0,1,0,0%,21%,0,P,logueza01
Michael Lorenzen,31,18,18,0,105.2,16,11,5,0,1,1.000,,,0,0,0,1.36,0.89,,4,1,2,67%,21%,1,P,lorenmi01
Matt Manning,25,15,15,0,78.0,17,6,9,2,0,.882,,,3,8,0,1.73,1.00,,0,0,2,100%,21%,2,P,mannima02
Jake Marisnick,32,30,24,16,205.2,77,76,0,1,0,.987,10,60,4,23,1,3.33,2.30,,,,,,,,CF-DH,marisja01
Nick Maton,26,78,61,34,537.0,150,44,98,8,8,.947,-12,-27,-11,-25,0,2.38,1.42,,,,,,,,3B-2B-SS-DH,matonni01
Zach McKinstry,28,143,116,56,1042.0,363,170,184,9,26,.975,8,9,1,1,0,3.06,1.89,,0,0,0,,,0,3B-2B-RF-SS-LF-CF-P-DH,mckinza01
Austin Meadows,28,6,5,4,44.0,13,13,0,0,0,1.000,3,68,0,0,0,2.66,1.86,,,,,,,,LF-RF,meadoau01
Parker Meadows,23,36,35,35,315.2,88,88,0,0,0,1.000,5,18,3,11,1,2.51,2.38,,,,,,,,CF-DH,meadopa01
